filename,cell_line,quality,degradation,annotated,psnr,original_path
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,noise_50,True,14.27,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,noise_100,True,9.88,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,motion_blur_5,True,23.44,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,motion_blur_11,True,23.39,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,defocus_2,True,23.79,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,defocus_8,True,23.36,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,shading_0.3,True,18.55,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,shading_0.7,True,11.6,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,jpeg_70,True,32.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,jpeg_30,True,27.91,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,combined_mild,True,20.51,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d00h00m_3,MCF7,low,combined_severe,True,13.63,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d00h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,noise_25,True,20.18,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,noise_50,True,14.29,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,noise_100,True,9.87,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,motion_blur_5,True,23.18,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,motion_blur_11,True,23.14,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,defocus_2,True,23.53,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,defocus_8,True,23.11,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,shading_0.3,True,18.54,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,shading_0.7,True,11.6,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,jpeg_70,True,31.98,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,jpeg_30,True,27.68,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,combined_mild,True,20.45,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d04h00m_3,MCF7,low,combined_severe,True,13.62,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d04h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,noise_25,True,20.19,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,noise_50,True,14.28,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,noise_100,True,9.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,motion_blur_5,True,22.31,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,motion_blur_11,True,22.34,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,defocus_2,True,22.69,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,defocus_8,True,22.32,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,shading_0.3,True,18.54,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,shading_0.7,True,11.65,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,jpeg_70,True,31.39,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,jpeg_30,True,26.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,combined_mild,True,20.15,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d08h00m_3,MCF7,low,combined_severe,True,13.48,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d08h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,noise_50,True,14.28,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,noise_100,True,9.89,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,motion_blur_5,True,21.99,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,motion_blur_11,True,22.09,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,defocus_2,True,22.4,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,defocus_8,True,22.08,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,shading_0.3,True,18.53,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,shading_0.7,True,11.64,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,jpeg_70,True,30.96,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,jpeg_30,True,26.54,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,combined_mild,True,20.04,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d12h00m_3,MCF7,low,combined_severe,True,13.43,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d12h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,noise_50,True,14.3,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,noise_100,True,9.91,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,motion_blur_5,True,21.49,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,motion_blur_11,True,21.62,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,defocus_2,True,21.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,defocus_8,True,21.61,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,shading_0.3,True,18.52,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,shading_0.7,True,11.68,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,jpeg_70,True,30.6,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,jpeg_30,True,26.06,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,combined_mild,True,19.83,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_E4_2_03d16h00m_3,MCF7,low,combined_severe,True,13.4,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_E4_2_03d16h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,noise_50,True,14.24,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,noise_100,True,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,motion_blur_5,True,28.4,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,motion_blur_11,True,27.46,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,defocus_2,True,28.44,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,defocus_8,True,27.27,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,shading_0.3,True,18.6,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,shading_0.7,True,11.49,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,jpeg_70,True,39.22,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,jpeg_30,True,34.88,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,combined_mild,True,21.49,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d00h00m_3,MCF7,low,combined_severe,True,13.91,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d00h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,noise_25,True,20.16,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,noise_50,True,14.26,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,noise_100,True,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,motion_blur_5,True,28.98,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,motion_blur_11,True,28.18,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,defocus_2,True,29.07,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,defocus_8,True,28.01,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,shading_0.3,True,18.6,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,shading_0.7,True,11.47,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,jpeg_70,True,38.9,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,jpeg_30,True,34.86,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,combined_mild,True,21.54,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d04h00m_3,MCF7,low,combined_severe,True,13.92,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d04h00m_3.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,noise_50,True,14.26,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,noise_100,True,9.84,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,motion_blur_5,True,30.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,motion_blur_11,True,29.59,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,defocus_2,True,30.57,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,defocus_8,True,29.41,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,shading_0.3,True,18.59,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,shading_0.7,True,11.45,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,jpeg_70,True,39.28,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,jpeg_30,True,35.78,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,combined_mild,True,21.68,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d08h00m_4,MCF7,low,combined_severe,True,13.96,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d08h00m_4.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,noise_25,True,20.17,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,noise_50,True,14.23,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,noise_100,True,9.85,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,motion_blur_5,True,33.46,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,motion_blur_11,True,32.33,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,defocus_2,True,33.4,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,defocus_8,True,32.09,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,shading_0.3,True,18.59,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,shading_0.7,True,11.43,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,jpeg_70,True,40.52,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,jpeg_30,True,37.46,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,combined_mild,True,21.78,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d16h00m_1,MCF7,low,combined_severe,True,14.02,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d16h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,high,none,True,inf,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,noise_25,True,20.18,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,noise_50,True,14.26,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,noise_100,True,9.83,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,motion_blur_5,True,33.84,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,motion_blur_11,True,32.66,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,defocus_2,True,33.76,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,defocus_8,True,32.39,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
MCF7_Phase_F4_1_00d20h00m_1,MCF7,low,shading_0.3,True,18.59,/home/mjonyh/git/livecell/data/livecell_train_val_images/livecell_train_val_images/MCF7_Phase_F4_1_00d20h00m_1.tif
